t,O,R,I,Cap,demand,Sigma,Sigma_symbolic,S,V,C,intervention,delta_C,threshold_value,threshold_hit,cap_scale_used,demand_to_cap_ratio,S_is_observed,step
103,0.01,0.01,0.01,0.0010000000000000002,0.866951153981524,0.865951153981524,0.865951153981524,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,103
104,0.01,0.01,0.01,0.0010000000000000002,0.6159105778526682,0.6149105778526682,0.6149105778526682,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,104
105,0.01,0.01,0.3634683799544589,0.03634683799544589,0.6263693713700286,0.5900225333745827,0.5900225333745827,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,105
106,0.01,0.01,0.4670780853812499,0.04670780853812499,0.3798413647144434,0.3331335561763184,0.3331335561763184,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,106
107,0.01,0.01,0.99,0.099,0.3808021223218094,0.28180212232180935,0.28180212232180935,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,107
108,0.01,0.01,0.99,0.099,0.2486390626432897,0.1496390626432897,0.1496390626432897,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,108
109,0.01,0.01,0.99,0.099,0.4885932208883675,0.38959322088836745,0.38959322088836745,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,109
110,0.01,0.01,0.99,0.099,0.5255229969855003,0.42652299698550034,0.42652299698550034,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,110
111,0.01,0.01,0.99,0.099,0.5135106693513415,0.4145106693513415,0.4145106693513415,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,111
112,0.01,0.01,0.5167645707509665,0.051676457075096646,0.6018272528524504,0.5501507957773538,0.5501507957773538,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,112
113,0.01,0.01,0.6777175242235094,0.06777175242235095,0.5963219383802857,0.5285501859579347,0.5285501859579347,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,113
114,0.01,0.01,0.8866006438643058,0.08866006438643059,0.6855726892283766,0.596912624841946,0.596912624841946,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,114
115,0.01,0.01,0.512437605277105,0.05124376052771051,0.6008969497687924,0.5496531892410819,0.5496531892410819,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,115
116,0.01,0.01,0.6926416386419821,0.06926416386419822,0.5224991041488501,0.45323494028465194,0.45323494028465194,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,116
117,0.01,0.01,0.5339587606137076,0.053395876061370764,0.5931673700204346,0.5397714939590639,0.5397714939590639,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,117
118,0.01,0.01,0.3740987109172336,0.03740987109172336,0.77472332823128,0.7373134571395566,0.7373134571395566,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,118
119,0.01,0.01,0.962539727707389,0.09625397277073891,0.7899639142851174,0.6937099415143785,0.6937099415143785,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,119
120,0.01,0.01,0.916887265924515,0.0916887265924515,0.4919795073318519,0.4002907807394004,0.4002907807394004,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,120
121,0.01,0.01,0.7147444613533865,0.07147444613533865,0.6761079548783985,0.6046335087430599,0.6046335087430599,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,121
122,0.01,0.01,0.7333462610534428,0.07333462610534429,0.6101232272461509,0.5367886011408066,0.5367886011408066,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,122
123,0.01,0.01,0.5772423932585603,0.05772423932585603,0.6084616830880059,0.5507374437621498,0.5507374437621498,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,123
124,0.01,0.01,0.2692337174226114,0.02692337174226114,0.5375016725386473,0.5105783007963862,0.5105783007963862,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,124
125,0.01,0.01,0.2989192152442226,0.02989192152442226,0.4132811450794744,0.3833892235550521,0.3833892235550521,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,125
126,0.01,0.01,0.2028559807102685,0.020285598071026853,0.4995857544375552,0.47930015636652834,0.47930015636652834,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,126
127,0.01,0.01,0.0831612780443984,0.008316127804439842,0.3034032708754062,0.29508714307096634,0.29508714307096634,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,127
128,0.01,0.01,0.01,0.0010000000000000002,0.3479212964745447,0.34692129647454467,0.34692129647454467,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,128
129,0.01,0.01,0.01,0.0010000000000000002,0.3745073956640694,0.3735073956640694,0.3735073956640694,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,129
130,0.01,0.01,0.01,0.0010000000000000002,0.725155732453032,0.724155732453032,0.724155732453032,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,130
131,0.01,0.01,0.01,0.0010000000000000002,0.7394335548667189,0.7384335548667189,0.7384335548667189,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,131
132,0.01,0.01,0.01,0.0010000000000000002,0.5167352483970838,0.5157352483970838,0.5157352483970838,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,132
133,0.01,0.01,0.01,0.0010000000000000002,0.464830590801035,0.463830590801035,0.463830590801035,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,133
134,0.01,0.01,0.01,0.0010000000000000002,0.5216907261960385,0.5206907261960385,0.5206907261960385,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,134
