scenario,seed,threshold_hit_t,C_mean_post,C_positive_frac_post,effect_C_post_mean,p_value_C_post_mean,run_dir
baseline_positive,4100,904,32.68587304381647,0.7116666666666667,205.6917983789492,0.0,run_0001
