iso_year,iso_week,country,geoId,cases,deaths,t
2020,1,United Kingdom,UK,0,0,0
2020,2,United Kingdom,UK,0,0,1
2020,3,United Kingdom,UK,0,0,2
2020,4,United Kingdom,UK,0,0,3
2020,5,United Kingdom,UK,2,0,4
2020,6,United Kingdom,UK,2,0,5
2020,7,United Kingdom,UK,6,0,6
2020,8,United Kingdom,UK,1,0,7
2020,9,United Kingdom,UK,31,0,8
2020,10,United Kingdom,UK,310,2,9
2020,11,United Kingdom,UK,1892,27,10
2020,12,United Kingdom,UK,5492,223,11
2020,13,United Kingdom,UK,16265,1212,12
2020,14,United Kingdom,UK,29159,3810,13
2020,15,United Kingdom,UK,32646,6382,14
2020,16,United Kingdom,UK,30885,6391,15
2020,17,United Kingdom,UK,33803,5580,16
2020,18,United Kingdom,UK,31801,4338,17
2020,19,United Kingdom,UK,23939,3210,18
2020,20,United Kingdom,UK,19935,2578,19
2020,21,United Kingdom,UK,16912,1825,20
2020,22,United Kingdom,UK,11309,1807,21
2020,23,United Kingdom,UK,8848,1180,22
2020,24,United Kingdom,UK,7047,774,23
2020,25,United Kingdom,UK,6883,508,24
2020,26,United Kingdom,UK,5278,442,25
2020,27,United Kingdom,UK,4274,324,26
2020,28,United Kingdom,UK,4230,223,27
2020,29,United Kingdom,UK,4259,148,28
2020,30,United Kingdom,UK,4621,119,29
2020,31,United Kingdom,UK,4122,99,30
2020,32,United Kingdom,UK,5811,71,31
2020,33,United Kingdom,UK,7681,88,32
2020,34,United Kingdom,UK,7157,62,33
2020,35,United Kingdom,UK,8151,75,34
2020,36,United Kingdom,UK,11412,51,35
2020,37,United Kingdom,UK,21010,74,36
2020,38,United Kingdom,UK,25184,136,37
2020,39,United Kingdom,UK,38919,212,38
2020,40,United Kingdom,UK,50740,346,39
2020,41,United Kingdom,UK,110827,443,40
2020,42,United Kingdom,UK,114584,819,41
2020,43,United Kingdom,UK,148582,1166,42
2020,44,United Kingdom,UK,157650,1810,43
2020,45,United Kingdom,UK,159781,2333,44
2020,46,United Kingdom,UK,172915,2878,45
2020,47,United Kingdom,UK,149027,2860,46
2020,48,United Kingdom,UK,111789,3404,47
2020,49,United Kingdom,UK,100799,2984,48
2020,50,United Kingdom,UK,124985,3012,49
2020,51,United Kingdom,UK,18447,144,50
