iso_year,iso_week,country,geoId,cases,deaths,t
2020,1,Netherlands,NL,0,0,0
2020,2,Netherlands,NL,0,0,1
2020,3,Netherlands,NL,0,0,2
2020,4,Netherlands,NL,0,0,3
2020,5,Netherlands,NL,0,0,4
2020,6,Netherlands,NL,0,0,5
2020,7,Netherlands,NL,0,0,6
2020,8,Netherlands,NL,0,0,7
2020,9,Netherlands,NL,7,0,8
2020,10,Netherlands,NL,181,1,9
2020,11,Netherlands,NL,771,11,10
2020,12,Netherlands,NL,2672,124,11
2020,13,Netherlands,NL,6131,503,12
2020,14,Netherlands,NL,6865,1012,13
2020,15,Netherlands,NL,7786,992,14
2020,16,Netherlands,NL,7176,958,15
2020,17,Netherlands,NL,5601,808,16
2020,18,Netherlands,NL,3046,578,17
2020,19,Netherlands,NL,2146,435,18
2020,20,Netherlands,NL,1488,248,19
2020,21,Netherlands,NL,1194,141,20
2020,22,Netherlands,NL,1193,140,21
2020,23,Netherlands,NL,1078,60,22
2020,24,Netherlands,NL,1305,46,23
2020,25,Netherlands,NL,862,32,24
2020,26,Netherlands,NL,572,16,25
2020,27,Netherlands,NL,474,21,26
2020,28,Netherlands,NL,373,9,27
2020,29,Netherlands,NL,660,1,28
2020,30,Netherlands,NL,1151,4,29
2020,31,Netherlands,NL,2000,0,30
2020,32,Netherlands,NL,3255,8,31
2020,33,Netherlands,NL,4450,12,32
2020,34,Netherlands,NL,3597,31,33
2020,35,Netherlands,NL,3529,24,34
2020,36,Netherlands,NL,4227,17,35
2020,37,Netherlands,NL,7147,12,36
2020,38,Netherlands,NL,10904,22,37
2020,39,Netherlands,NL,16680,91,38
2020,40,Netherlands,NL,23228,83,39
2020,41,Netherlands,NL,36333,118,40
2020,42,Netherlands,NL,51713,170,41
2020,43,Netherlands,NL,60936,281,42
2020,44,Netherlands,NL,70033,376,43
2020,45,Netherlands,NL,53150,565,44
2020,46,Netherlands,NL,38013,482,45
2020,47,Netherlands,NL,36751,426,46
2020,48,Netherlands,NL,34017,455,47
2020,49,Netherlands,NL,37089,336,48
2020,50,Netherlands,NL,53094,356,49
2020,51,Netherlands,NL,9868,29,50
