iso_year,iso_week,country,geoId,cases,deaths,t
2020,1,Italy,IT,0,0,0
2020,2,Italy,IT,0,0,1
2020,3,Italy,IT,0,0,2
2020,4,Italy,IT,0,0,3
2020,5,Italy,IT,3,0,4
2020,6,Italy,IT,0,0,5
2020,7,Italy,IT,0,0,6
2020,8,Italy,IT,76,2,7
2020,9,Italy,IT,1049,27,8
2020,10,Italy,IT,4755,204,9
2020,11,Italy,IT,15274,1208,10
2020,12,Italy,IT,32421,3386,11
2020,13,Italy,IT,38894,5196,12
2020,14,Italy,IT,32160,5339,13
2020,15,Italy,IT,27639,4108,14
2020,16,Italy,IT,23654,3757,15
2020,17,Italy,IT,19426,3157,16
2020,18,Italy,IT,13977,2326,17
2020,19,Italy,IT,8940,1685,18
2020,20,Italy,IT,6492,1368,19
2020,21,Italy,IT,4567,972,20
2020,22,Italy,IT,3337,605,21
2020,23,Italy,IT,2137,506,22
2020,24,Italy,IT,1850,455,23
2020,25,Italy,IT,1624,309,24
2020,26,Italy,IT,1861,106,25
2020,27,Italy,IT,1283,138,26
2020,28,Italy,IT,1408,91,27
2020,29,Italy,IT,1389,97,28
2020,30,Italy,IT,1648,60,29
2020,31,Italy,IT,1968,44,30
2020,32,Italy,IT,2271,57,31
2020,33,Italy,IT,3335,189,32
2020,34,Italy,IT,4698,38,33
2020,35,Italy,IT,8717,43,34
2020,36,Italy,IT,9485,61,35
2020,37,Italy,IT,9959,69,36
2020,38,Italy,IT,10272,89,37
2020,39,Italy,IT,11535,126,38
2020,40,Italy,IT,14647,150,39
2020,41,Italy,IT,26743,172,40
2020,42,Italy,IT,53042,334,41
2020,43,Italy,IT,101973,736,42
2020,44,Italy,IT,174921,1408,43
2020,45,Italy,IT,223060,2445,44
2020,46,Italy,IT,242062,3620,45
2020,47,Italy,IT,235979,4578,46
2020,48,Italy,IT,184001,5102,47
2020,49,Italy,IT,145459,5151,48
2020,50,Italy,IT,115784,4522,49
2020,51,Italy,IT,17937,484,50
