iso_year,iso_week,country,geoId,cases,deaths,t
2020,1,China,CN,59,0,0
2020,2,China,CN,0,1,1
2020,3,China,CN,157,2,2
2020,4,China,CN,1772,53,3
2020,5,China,CN,12411,248,4
2020,6,China,CN,22833,508,5
2020,7,China,CN,31334,854,6
2020,8,China,CN,8450,779,7
2020,9,China,CN,2913,427,8
2020,10,China,CN,885,227,9
2020,11,China,CN,181,104,10
2020,12,China,CN,351,62,11
2020,13,China,CN,713,39,12
2020,14,China,CN,516,29,13
2020,15,China,CN,522,10,14
2020,16,China,CN,706,1293,15
2020,17,China,CN,106,0,16
2020,18,China,CN,52,1,17
2020,19,China,CN,30,0,18
2020,20,China,CN,53,1,19
2020,21,China,CN,40,0,20
2020,22,China,CN,44,0,21
2020,23,China,CN,58,0,22
2020,24,China,CN,102,0,23
2020,25,China,CN,265,1,24
2020,26,China,CN,190,2,25
2020,27,China,CN,114,0,26
2020,28,China,CN,214,0,27
2020,29,China,CN,412,5,28
2020,30,China,CN,898,6,29
2020,31,China,CN,1446,15,30
2020,32,China,CN,845,14,31
2020,33,China,CN,607,22,32
2020,34,China,CN,375,8,33
2020,35,China,CN,209,10,34
2020,36,China,CN,162,7,35
2020,37,China,CN,143,6,36
2020,38,China,CN,165,3,37
2020,39,China,CN,123,2,38
2020,40,China,CN,148,0,39
2020,41,China,CN,174,0,40
2020,42,China,CN,177,0,41
2020,43,China,CN,170,0,42
2020,44,China,CN,198,0,43
2020,45,China,CN,205,0,44
2020,46,China,CN,101,0,45
2020,47,China,CN,91,0,46
2020,48,China,CN,76,0,47
2020,49,China,CN,107,0,48
2020,50,China,CN,106,0,49
2020,51,China,CN,12,0,50
