iso_year,iso_week,country,geoId,cases,deaths,t
2020,1,Japan,JP,0,0,0
2020,2,Japan,JP,0,0,1
2020,3,Japan,JP,1,0,2
2020,4,Japan,JP,2,0,3
2020,5,Japan,JP,16,0,4
2020,6,Japan,JP,6,0,5
2020,7,Japan,JP,27,1,6
2020,8,Japan,JP,80,0,7
2020,9,Japan,JP,107,4,8
2020,10,Japan,JP,216,1,9
2020,11,Japan,JP,325,16,10
2020,12,Japan,JP,266,14,11
2020,13,Japan,JP,647,16,12
2020,14,Japan,JP,1578,18,13
2020,15,Japan,JP,3477,28,14
2020,16,Japan,JP,3613,63,15
2020,17,Japan,JP,2821,187,16
2020,18,Japan,JP,1657,144,17
2020,19,Japan,JP,908,121,18
2020,20,Japan,JP,538,131,19
2020,21,Japan,JP,265,76,20
2020,22,Japan,JP,301,71,21
2020,23,Japan,JP,290,25,22
2020,24,Japan,JP,288,9,23
2020,25,Japan,JP,370,27,24
2020,26,Japan,JP,591,19,25
2020,27,Japan,JP,1132,6,26
2020,28,Japan,JP,1980,5,27
2020,29,Japan,JP,3140,3,28
2020,30,Japan,JP,4740,11,29
2020,31,Japan,JP,6699,14,30
2020,32,Japan,JP,10702,30,31
2020,33,Japan,JP,7931,48,32
2020,34,Japan,JP,7033,88,33
2020,35,Japan,JP,5517,88,34
2020,36,Japan,JP,4155,93,35
2020,37,Japan,JP,3799,82,36
2020,38,Japan,JP,3439,61,37
2020,39,Japan,JP,3033,45,38
2020,40,Japan,JP,3649,52,39
2020,41,Japan,JP,3573,30,40
2020,42,Japan,JP,3744,43,41
2020,43,Japan,JP,3878,41,42
2020,44,Japan,JP,4612,55,43
2020,45,Japan,JP,5940,46,44
2020,46,Japan,JP,9591,71,45
2020,47,Japan,JP,13502,91,46
2020,48,Japan,JP,14474,132,47
2020,49,Japan,JP,15445,209,48
2020,50,Japan,JP,17189,247,49
2020,51,Japan,JP,2366,23,50
