iso_year,iso_week,country,geoId,cases,deaths,t
2020,1,South Korea,KR,0,0,0
2020,2,South Korea,KR,0,0,1
2020,3,South Korea,KR,0,0,2
2020,4,South Korea,KR,3,0,3
2020,5,South Korea,KR,12,0,4
2020,6,South Korea,KR,10,0,5
2020,7,South Korea,KR,4,0,6
2020,8,South Korea,KR,572,5,7
2020,9,South Korea,KR,2925,12,8
2020,10,South Korea,KR,3608,33,9
2020,11,South Korea,KR,1028,25,10
2020,12,South Korea,KR,735,29,11
2020,13,South Korea,KR,686,48,12
2020,14,South Korea,KR,654,31,13
2020,15,South Korea,KR,275,31,14
2020,16,South Korea,KR,149,20,15
2020,17,South Korea,KR,67,8,16
2020,18,South Korea,KR,65,8,17
2020,19,South Korea,KR,81,6,18
2020,20,South Korea,KR,176,6,19
2020,21,South Korea,KR,140,4,20
2020,22,South Korea,KR,278,4,21
2020,23,South Korea,KR,308,3,22
2020,24,South Korea,KR,308,4,23
2020,25,South Korea,KR,337,3,24
2020,26,South Korea,KR,294,2,25
2020,27,South Korea,KR,376,1,26
2020,28,South Korea,KR,326,6,27
2020,29,South Korea,KR,328,6,28
2020,30,South Korea,KR,405,3,29
2020,31,South Korea,KR,186,3,30
2020,32,South Korea,KR,262,4,31
2020,33,South Korea,KR,720,0,32
2020,34,South Korea,KR,2081,4,33
2020,35,South Korea,KR,2300,14,34
2020,36,South Korea,KR,1478,11,35
2020,37,South Korea,KR,999,24,36
2020,38,South Korea,KR,799,25,37
2020,39,South Korea,KR,636,18,38
2020,40,South Korea,KR,480,20,39
2020,41,South Korea,KR,515,11,40
2020,42,South Korea,KR,593,12,41
2020,43,South Korea,KR,637,13,42
2020,44,South Korea,KR,799,9,43
2020,45,South Korea,KR,792,12,44
2020,46,South Korea,KR,1119,15,45
2020,47,South Korea,KR,2187,12,46
2020,48,South Korea,KR,3091,18,47
2020,49,South Korea,KR,3722,22,48
2020,50,South Korea,KR,5220,35,49
2020,51,South Korea,KR,718,7,50
