seed,intervention,effect_C_post_mean,p_value_C_post_mean,t0,delta,T,C_mean_pre,C_mean_post,C_mean_post_minus_pre,C_positive_frac_post,C_min_post,C_cross_t,threshold_hit_t,threshold_value
14,symbolic_cut,-5.920179458761556,1.5246947069691373e-30,99,200,400,0.027266972701656077,-7.617357327843928,-7.644624300545584,0.0,-14.817303028693367,0,,0.010171649295517091
