seed,intervention,effect_C_post_mean,p_value_C_post_mean,t0,delta,T,C_mean_pre,C_mean_post,C_mean_post_minus_pre,C_positive_frac_post,C_min_post,C_cross_t,threshold_hit_t,threshold_value
4100,demand_shock,205.6917983789492,0.0,900,250,600,-37.8617432189196,32.68587304381647,70.54761626273607,0.7116666666666667,-47.423833466043,1073,904,-0.009185718197189307
