t,date,O,R,I,demand,S
278,2020-10-04,0.970503028706874,0.9490433912717268,0.8984540009896886,0.14212973637691184,0.1989567741349228
279,2020-10-05,0.9676060047405848,0.9641115418281856,0.9180252542175352,0.14488701867650447,0.2025726159384273
280,2020-10-06,0.9647089807742956,0.8096161060397649,0.9355976718343396,0.15951406502190454,0.2065534944865665
281,2020-10-07,0.9602317619173032,0.7741027885457046,0.9522791975554052,0.17686957190069938,0.2109675020193904
282,2020-10-08,0.9570713721358968,0.7057646617481556,0.9673449672251891,0.1994754438551994,0.2159456681467138
283,2020-10-09,0.9528575190940216,0.7003876453670126,0.9784856251920938,0.22249442779186843,0.2214983026091076
284,2020-10-10,0.9491703976823808,0.6144804301613105,0.9853975585744376,0.25211359618784107,0.2277901214942986
285,2020-10-11,0.9449565446405056,0.7895460797799174,0.9902490628703354,0.26828260702482515,0.2344854588302088
286,2020-10-12,0.9412694232288648,0.883518819557334,0.9937737439578348,0.27723176542925215,0.2414041339182552
287,2020-10-13,0.9352120094811692,0.5652744779292235,0.9958143596870672,0.31063138882484054,0.2491563395433935
288,2020-10-14,0.9288912299183566,0.400212579717394,0.9966368873204408,0.3567125893474752,0.2580585607650115
289,2020-10-15,0.9196734263892546,0.4341628110541453,0.9974671901353164,0.400185420029206,0.2680457023606668
290,2020-10-16,0.9144061100869108,0.4743028635738402,0.9975277680984148,0.4405743217277687,0.2790408009181903
291,2020-10-17,0.9078219647089808,0.3900212579717393,0.9973238630247292,0.48743851356544443,0.2912054556269964
292,2020-10-18,0.9057150381880432,0.6069776166062273,0.9968341717281468,0.5176341172853738,0.3041236804431174
293,2020-10-19,0.9012378193310508,0.7965487057646617,0.997177883275592,0.5332651218199983,0.3174319970710746
294,2020-10-20,0.8912299183565973,0.3553207452794797,0.9977324984609,0.5827953270309737,0.3319764036412085
295,2020-10-21,0.8822754806426126,0.1510566462423408,0.9980402228430107,0.6480189839366689,0.3481485504145115
296,2020-10-22,0.8712141164076903,0.3321245467050143,0.9987247753952916,0.6993313350242102,0.3656012628712915
297,2020-10-23,0.8619963128785884,0.3060522696011004,0.9994749650629492,0.7526467988625009,0.3843845312652473
298,2020-10-24,0.8422438767447985,0.3068025509566087,1.0,0.805904619168396,0.4044969170279271
299,2020-10-25,0.8235449038714775,0.5468925847192697,0.9994114861708864,0.8407165091076781,0.4254780782547671
300,2020-10-26,0.805636028443508,0.8441915718394398,0.9970949454638318,0.8526871493351779,0.4467579821967564
301,2020-10-27,0.7832499341585462,0.3664499187195198,0.9942195763471056,0.9013623088156175,0.4692526373155545
302,2020-10-28,0.7574400842770608,0.3977116418656996,0.9907349478659,0.9476356544462378,0.4929021032590049
303,2020-10-29,0.7308401369502239,0.6433037389020884,0.986414132392233,0.9750403504726769,0.5172354886205639
304,2020-10-30,0.7034500921780353,0.7954232837313993,0.981246317993952,0.9907578203058948,0.5419611236466367
305,2020-10-31,0.6642085857255728,0.8797048893335001,0.9734154207726742,1.0,0.5669174091478089
306,2020-11-01,0.6236502501975243,0.8945229461047893,0.9631228638935312,0.9918962800707093,0.5916714559008039
307,2020-11-02,0.5886225967869371,0.8985244466675003,0.9525033578888596,0.9840999923141959,0.6162309362706982
308,2020-11-03,0.5475375296286542,0.8935850944104039,0.9409711773470252,0.9759242179694104,0.640586379681851
309,2020-11-04,0.5159336318145904,0.5521445542078279,0.9282005319737288,0.9415158327568981,0.6640831176080059
310,2020-11-05,0.4801158809586515,0.4838689508565712,0.9124968320265002,0.90186188609638,0.6865902403200527
311,2020-11-06,0.4403476428759547,0.3730148805802176,0.8920863264928135,0.8536911075244024,0.7078951993292435
312,2020-11-07,0.4087437450618909,0.2354632987370264,0.8658033601542348,0.7949523480132196,0.7277342570860885
313,2020-11-08,0.3784566763234132,0.4678629486057272,0.8348535473661483,0.754068672661594,0.746553010168521
314,2020-11-09,0.3479062417698183,0.7844816806302364,0.8012248537459796,0.7375105679809393,0.764958534463185
315,2020-11-10,0.3286805372662628,0.2977366512442165,0.7586327462692886,0.6835562216585964,0.7820175586869994
316,2020-11-11,0.3060310771661838,0.0928473177441541,0.7002568808148059,0.6138603873645376,0.7973372337719289
317,2020-11-12,0.2918093231498552,0.0,0.622826596238423,0.5370311659365151,0.8107395368720679
318,2020-11-13,0.2828548854358704,0.4617981743153683,0.5351847466037801,0.4956815386980248,0.823109906869476
319,2020-11-14,0.2833816170661049,0.3940227585344504,0.4423440344368393,0.44912477903312575,0.8343183930806776
320,2020-11-15,0.2839083486963392,0.7538451919469802,0.3536437532182288,0.43021289677964786,0.8450549089589967
321,2020-11-16,0.2765341058730577,0.8993997749155933,0.2743703207340063,0.4224838598109292,0.8555985367840754
322,2020-11-17,0.2799578614695812,0.4974990621483056,0.2023735099538366,0.38387710398893243,0.8651786833885864
323,2020-11-18,0.284961811956808,0.545204451669376,0.137634597843426,0.34893551610176,0.8738868177499207
324,2020-11-19,0.2954964445614959,0.6542453420032512,0.0877248945937407,0.32237145492275765,0.8819320118164012
325,2020-11-20,0.3044508822754806,0.7098912092034513,0.0526993460349432,0.3000826223964338,0.8894209594148671
326,2020-11-21,0.3173558072162233,0.7769788670751532,0.0280200986740705,0.2829480823918223,0.8964822925410465
327,2020-11-22,0.3357914142744271,0.8885206952607227,0.0116814350347212,0.27438321420336637,0.903329878371435
328,2020-11-23,0.355543850408217,0.946292359634863,0.0031755150423065,0.27025689800937663,0.910074486676818
329,2020-11-24,0.3700289702396628,0.7072027010128799,0.0,0.24776150949196832,0.9162576936439012
330,2020-11-25,0.3958388201211482,0.6977616606227335,0.0013324555869468,0.22454077319191454,0.9218613972863324
331,2020-11-26,0.4111140373979457,0.9581718144304114,0.0091631383836254,0.22775440012297285,0.9275453011199496
332,2020-11-27,0.4255991572293917,0.7455920970363886,0.0267150792167435,0.20820843901314273,0.9327414103677149
333,2020-11-28,0.4411377403213062,0.8118669501062898,0.0552389420953257,0.19375432326492964,0.9375767985762008
334,2020-11-29,0.4572030550434554,0.9145304489183445,0.0978688496916884,0.18718776419952343,0.9422483098618902
335,2020-11-30,0.4764287595470108,0.9689258471926973,0.1607696479057929,0.184800361232803,0.9468602404375358
336,2020-12-01,0.5017118777982618,0.8419407277729148,0.2490632717339821,0.1726567904081162,0.9511691125926768
337,2020-12-02,0.5130366078483013,0.8653244966862573,0.3572812623494699,0.1623097763430943,0.9552197617107264
338,2020-12-03,0.5238346062681064,0.9319119669876204,0.4739720317542573,0.1570786257781877,0.9591398607417786
339,2020-12-04,0.5446405056623651,0.9590471426785044,0.5883524208878743,0.15393224963492427,0.9629814379115056
340,2020-12-05,0.5601790887542797,0.9667375265724648,0.6852727396161277,0.15137671969871647,0.9667592385465376
341,2020-12-06,0.5741374769554912,0.9896836313617606,0.7572736473372212,0.15058412112827607,0.970517258865358
342,2020-12-07,0.5878324993415854,0.9998124296611228,0.808843806810168,0.15059853201137502,0.9742756388262912
343,2020-12-08,0.599157229391625,0.9624859322245842,0.8472935635602545,0.14771635539159175,0.9779620903646364
344,2020-12-09,0.6067948380300237,0.9904964361635612,0.8809874511051069,0.14698620398124662,0.981630320035926
345,2020-12-10,0.6212799578614696,0.9978116793797674,0.910368800878732,0.147154330950734,0.9853027455318664
346,2020-12-11,0.6294442981301027,0.9880580217581592,0.930944703809634,0.14807182384136497,0.9889980682423308
347,2020-12-12,0.637872004213853,0.9968113042390896,0.9413496447855269,0.14831680885404655,0.992699504868715
348,2020-12-13,0.6552541480115881,0.9907465299487308,0.9476130407157256,0.14760587195450003,0.996383199150861
349,2020-12-14,0.6850144851198314,0.9651119169688632,0.9487091453240116,0.1449254476981016,1.0
