t,O,R,I,demand,cases,deaths,popData2019,S
2020-09-23,4.874434412787592,-0.06000556143554103,0.05371181616822396,153.26237074,2074,1,11455519.0,153.26237074
2020-09-24,4.938144309320061,-0.05450841580365662,0.046029312619156215,163.76385915,2097,8,11455519.0,163.76385915
2020-09-25,4.994431718183691,-0.04227866055014573,0.03494971344560405,173.13052337,1796,4,11455519.0,173.13052337
2020-09-26,5.044337383822428,-0.03585548347550205,0.02922807758936763,178.83083254,1623,5,11455519.0,178.83083254
2020-09-27,5.08723918757913,-0.0385839403353021,0.025500999909500166,181.79010484,944,6,11455519.0,181.79010484
2020-09-28,5.127180195968152,-0.03559050436764899,0.023685060047069495,184.64462413,540,12,11455519.0,184.64462413
2020-09-29,5.16602464126269,-0.026574993105681344,0.023059180606552765,186.73095475,2782,13,11455519.0,186.73095475
2020-09-30,5.200917032739298,-0.021967094960637645,0.021096818563473896,195.94048947,2984,10,11455519.0,195.94048947
2020-10-01,5.234739343617458,-0.02521559569237919,0.019181205412588387,207.77757865,3243,6,11455519.0,207.77757865
2020-10-02,5.268229886130652,-0.025603745788652432,0.018946729797945316,219.13454991,3410,15,11455519.0,219.13454991
2020-10-03,5.306215474430098,-0.031638620431262865,0.018739649573405348,233.60792296,3721,11,11455519.0,233.60792296
2020-10-04,5.352182749147536,-0.042881840518457004,0.016482862655037067,251.17150956,1709,15,11455519.0,251.17150956
2020-10-05,5.399910951381783,-0.04216447300882198,0.01433246848350489,258.28598425,1035,14,11455519.0,258.28598425
2020-10-06,5.448777004838563,-0.042040242279337114,0.014346053069924647,263.29666949,5249,14,11455519.0,263.29666949
2020-10-07,5.504491498374707,-0.05144667339872555,0.012939990921395417,289.87774364,5687,18,11455519.0,289.87774364
2020-10-08,5.566573878795521,-0.05738846269929976,0.012820781785991109,321.41712654,6803,20,11455519.0,321.41712654
2020-10-09,5.638221620258193,-0.06844303318786782,0.012462098031173596,362.497762,6588,20,11455519.0,362.497762
2020-10-10,5.71633357586106,-0.07714074941984084,0.012070658020519431,404.3291273,7789,19,11455519.0,404.3291273
2020-10-11,5.801944685200413,-0.08561110933935279,0.011123792327975224,458.15471128,4310,22,11455519.0,458.15471128
2020-10-12,5.892442609750701,-0.07999125222767667,0.012124743827917506,487.53792822,2403,26,11455519.0,487.53792822
2020-10-13,5.984884286688731,-0.051475113891797264,0.0103965928559,503.80083172,9735,36,11455519.0,503.80083172
2020-10-14,6.079855857192611,-0.03094643041904188,0.012124743827917506,564.49646672,12577,34,11455519.0,564.49646672
2020-10-15,6.179849124307308,-0.029628243303144508,0.01334150072823359,648.23776208,12293,41,11455519.0,648.23776208
2020-10-16,6.279114285601141,-0.025517816649158753,0.014183470502139084,727.23898411,11818,35,11455519.0,727.23898411
2020-10-17,6.376536448931826,-0.024048082792019088,0.016089404724413114,800.63592055,13477,36,11455519.0,800.63592055
2020-10-18,6.470569647197814,-0.02189459848835007,0.016089404724413114,885.80011085,7995,23,11455519.0,885.80011085
2020-10-19,6.564318391289292,-0.022175282443503974,0.01601298819691266,940.67322484,4289,31,11455519.0,940.67322484
2020-10-20,6.6576345758523585,-0.02379618205503853,0.014751310088414016,969.07874711,15560,52,11455519.0,969.07874711
2020-10-21,6.747406423304928,-0.0241887482720351,0.013101296373374982,1059.08776372,19265,52,11455519.0,1059.08776372
2020-10-22,6.832591703918212,-0.025186627915233295,0.011035305827941322,1177.61578502,17485,62,11455519.0,1177.61578502
2020-10-23,6.912250145489582,-0.026561904320188567,0.00896568813484544,1270.86341527,17687,55,11455519.0,1270.86341527
2020-10-24,6.988678651044681,-0.03002477085737798,0.007393879140131787,1367.75121232,18876,94,11455519.0,1367.75121232
2020-10-25,7.060443727094027,-0.0303436699764843,0.006722917774234283,1464.53425637,11557,93,11455519.0,1464.53425637
2020-10-26,7.129669109881135,-0.029832655945328135,0.006262087993402332,1527.79633991,4895,94,11455519.0,1527.79633991
2020-10-27,7.19666736201451,-0.030129833747801094,0.005958886770562444,1549.55004658,19868,121,11455519.0,1549.55004658
2020-10-28,7.258915617477007,-0.02789090428511365,0.005810297869325964,1638.005227,22210,132,11455519.0,1638.005227
2020-10-29,7.3131701620114296,-0.020598117838745544,0.00600658097782425,1722.09569903,17998,142,11455519.0,1722.09569903
2020-10-30,7.36061757099542,-0.01170934357767095,0.00600658097782425,1771.89702186,15090,139,11455519.0,1771.89702186
2020-10-31,7.399860208963295,0.002733793540567575,0.006942981152081806,1800.45967363,15401,185,11455519.0,1800.45967363
2020-11-01,7.430668413704879,0.016039533734257816,0.007893772935426036,1817.25507155,6308,177,11455519.0,1817.25507155
2020-11-02,7.454277603586794,0.024687937963598472,0.008484091460688514,1802.52854541,2666,164,11455519.0,1802.52854541
2020-11-03,7.474741699239577,0.03182617784367903,0.007513215630581271,1788.36070195,13858,208,11455519.0,1788.36070195
2020-11-04,7.486088988811232,0.04755114740682487,0.005980046139103301,1773.50323455,12102,172,11455519.0,1773.50323455
2020-11-05,7.485163965825587,0.06779008392738728,0.005174156290148169,1710.97442202,9230,198,11455519.0,1710.97442202
2020-11-06,7.474025151567825,0.08601866279053194,0.0052928279155670666,1638.91308635,7659,206,11455519.0,1638.91308635
2020-11-07,7.452766355097492,0.10312032894144174,0.005957362104128894,1551.37449469,6648,214,11455519.0,1551.37449469
2020-11-08,7.420004747078111,0.12081612496420213,0.0065266346657359975,1444.63118607,3046,208,11455519.0,1444.63118607
2020-11-09,7.38086756938996,0.13060697843230962,0.006722917774234283,1370.33511969,1448,210,11455519.0,1370.33511969
2020-11-10,7.339687533185388,0.1348866599255274,0.0076593179484918394,1340.24481999,8636,194,11455519.0,1340.24481999
2020-11-11,7.288853958281234,0.1483159937134424,0.008610109731836069,1242.1960105,7701,218,11455519.0,1242.1960105
2020-11-12,7.227795113809205,0.16068805867629443,0.009317163199406675,1115.54090216,2004,196,11455519.0,1115.54090216
2020-11-13,7.153796387184003,0.17234238893746046,0.01408302115393445,975.92260988,6482,173,11455519.0,975.92260988
2020-11-14,7.076200585086709,0.17332348289563093,0.02558952728403785,900.77979007,5709,183,11455519.0,900.77979007
2020-11-15,6.994707882228424,0.17538367403701827,0.0386919016760765,816.17428246,2371,175,11455519.0,816.17428246
2020-11-16,6.914614388279611,0.17362595827608462,0.049225515964149036,781.80656852,1057,192,11455519.0,781.80656852
2020-11-17,6.835103904566366,0.17105449972106346,0.05792565936793004,767.76093689,5821,195,11455519.0,767.76093689
2020-11-18,6.75276694795187,0.12990314266425163,0.06855044274047284,697.60261408,4828,153,11455519.0,697.60261408
2020-11-19,6.672166858936543,0.08060008901532711,0.0800640487224964,634.10483628,3700,158,11455519.0,634.10483628
2020-11-20,6.599356817774969,0.07281004116157419,0.08001266864555667,585.83116138,3019,172,11455519.0,585.83116138
2020-11-21,6.527763494025905,0.07159332374906402,0.07279110008643741,545.32666743,3081,165,11455519.0,545.32666743
2020-11-22,6.461860796380887,0.06590269764501766,0.06607643319247991,514.18883771,1263,138,11455519.0,514.18883771
2020-11-23,6.397713762743251,0.06414703363763596,0.0605451367235994,498.62428756,589,135,11455519.0,498.62428756
2020-11-24,6.333992928950452,0.06372083379279925,0.058053378092961516,491.12571853,3953,139,11455519.0,491.12571853
2020-11-25,6.271554394677138,0.062438534273313806,0.056931804464996905,450.24585966,2867,120,11455519.0,450.24585966
2020-11-26,6.2087032634958,0.062851131181338,0.05238829561497216,408.04785885,2673,138,11455519.0,408.04785885
2020-11-27,6.159170558739568,0.04953270475623217,0.04806409350030183,413.88783869,2413,118,11455519.0,413.88783869
2020-11-28,6.107069016488093,0.05210154225147523,0.043944624551680356,378.36784174,2700,124,11455519.0,378.36784174
2020-11-29,6.053100545298606,0.05396847118948678,0.03564707554888136,352.10102659,1004,114,11455519.0,352.10102659
2020-11-30,5.998603171141466,0.0544973741571404,0.027784590767308437,340.16791382,560,119,11455519.0,340.16791382
2020-12-01,5.944437791514085,0.05416537962738044,0.023659756373790586,335.82939367,3293,99,11455519.0,335.82939367
2020-12-02,5.892981026677213,0.051456764836872004,0.021706947658767017,313.76142801,2674,110,11455519.0,313.76142801
2020-12-03,5.846750495480876,0.04623053119633713,0.021706947658767017,294.95826422,2611,117,11455519.0,294.95826422
2020-12-04,5.793830855574973,0.05291963990590265,0.020422528911145488,285.45192933,2364,93,11455519.0,285.45192933
2020-12-05,5.750816838910751,0.04301401666422233,0.021706947658767017,279.73416132,2549,106,11455519.0,279.73416132
2020-12-06,5.715670137968625,0.0351467009421258,0.02086639272075619,275.09011159,1098,85,11455519.0,275.09011159
2020-12-07,5.684687553115828,0.030982584852797146,0.01718477890949499,273.64975782,592,83,11455519.0,273.64975782
2020-12-08,5.655546906398551,0.029140646717277008,0.01718477890949499,273.67594607,3353,96,11455519.0,273.67594607
2020-12-09,5.633336110154355,0.022210796244196196,0.01718477890949499,268.43829599,2715,91,11455519.0,268.43829599
2020-12-10,5.619219569086347,0.014116541068007749,0.01718477890949499,267.11142463,2708,83,11455519.0,267.11142463
2020-12-11,5.6099296883283145,0.00928988075803261,0.01489801224867593,267.41695422,2604,87,11455519.0,267.41695422
2020-12-12,5.6044048105376145,0.005524877790699989,0.017870305563058686,269.08427283,2751,92,11455519.0,269.08427283
2020-12-13,5.601498202890661,0.0029066076469534963,0.018134757046885497,269.52947309,856,48,11455519.0,269.52947309
2020-12-14,5.598654957711714,0.0028432451789468516,0.01822331140346911,268.2375194,2,6,11455519.0,268.2375194
