t,O,R,I,S,demand,date,close
264,0.3333333333333333,0.7492331960663976,0.04702783225618439,0.6005862886687208,0.42530310837191154,1982-01,120.4
265,0.25,0.7203943137377098,0.059938208998860605,0.5972061958048488,0.4211543651757331,1982-02,113.11
266,0.16666666666666666,0.6822177316241826,0.22889905356947698,0.593843003405296,0.3657993269467642,1982-03,111.96
267,0.08333333333333333,0.6562214483796552,0.0,0.6007274295124786,0.34006971970444666,1982-04,116.44
268,0.0,0.6233330533891749,0.15551915721331566,0.5973466309443878,0.2821839258429059,1982-05,111.88
269,0.0,0.5890312990775199,0.22817379572167243,0.5939827363691373,0.27798321759286665,1982-06,109.61
270,0.0,0.5511882062420227,0.18267174066580344,0.5906356612667631,0.2785278776260627,1982-07,107.09
271,0.08333333333333333,0.5459794213280307,0.7109115911282647,0.6159187064638882,0.5375936692166877,1982-08,119.51
272,0.16666666666666666,0.552712728655874,0.6490790151386711,0.6144399729914746,0.5285823484480623,1982-09,120.42
273,0.25,0.5714992913182295,0.8999168577306661,0.6383085329441255,0.6658388535411409,1982-10,133.72
274,0.3333333333333333,0.5908416694439684,1.0,0.6439548102856804,0.5770979537917803,1982-11,138.53
275,0.4166666666666667,0.619378823378248,1.0,0.6442996700598796,0.5162309263478242,1982-12,140.64
276,0.5,0.6513302723018822,0.9991545827660353,0.6492010614564462,0.40610413992569466,1983-01,145.3
277,0.5833333333333334,0.6948585633057,1.0,0.6504846351370585,0.2942396164904248,1983-02,148.06
278,0.6666666666666666,0.7402131051177772,1.0,0.6553451186551882,0.2637258006352902,1983-03,152.96
279,0.75,0.7784532089985481,1.0,0.6705464440863619,0.11593008577633504,1983-04,164.43
280,0.8333333333333334,0.821166260528969,1.0,0.6668165504454016,0.20501694359084963,1983-05,162.39
281,0.9166666666666666,0.8702527061666199,1.0,0.6714021823591513,0.1987298471561107,1983-06,167.64
282,1.0,0.9165788422822138,0.9699234438338096,0.667668010026827,0.3066632457283047,1983-07,162.56
283,1.0,0.9456307635228358,0.8962254516394653,0.6668874528715323,0.30814505864744784,1983-08,164.4
284,1.0,0.9754605649589674,0.8133365191130807,0.6658113371330563,0.2997504900165113,1983-09,166.07
285,1.0,0.9808149111166106,0.8784401845450864,0.6621051190268625,0.14408186858767694,1983-10,163.55
286,1.0,0.9823245079613134,0.9879153554465053,0.6629222745071531,0.14657361244883008,1983-11,166.4
287,1.0,0.9787171240781818,0.9056516977400461,0.6592305017140889,0.09678075359121698,1983-12,164.93
288,0.9166666666666666,0.9730864104893822,0.7926572314949418,0.65555718778499,0.036773658384383165,1984-01,163.41
289,0.8333333333333334,0.9590029708275619,0.5166825496087424,0.6519022404255366,0.11376319085376203,1984-02,157.06
290,0.75,0.9477415436499628,0.48022587916145537,0.6517617789107214,0.12103317698272022,1984-03,159.18
291,0.6666666666666666,0.9376382065012656,0.619898384500299,0.6495471182717463,0.12200658608010832,1984-04,160.05
292,0.5833333333333334,0.9176575925082878,0.3267664623418902,0.6459222212598591,0.210820754475197,1984-05,150.55
293,0.5,0.8984093375451573,0.20649147821969335,0.6468314181868766,0.24933578210289184,1984-06,153.18
294,0.4166666666666667,0.8825687957705202,0.014376517909144366,0.6432200996754138,0.24933290437108263,1984-07,150.66
295,0.4166666666666667,0.885603790329022,0.6205137941031423,0.6659767461950357,0.5034249189169745,1984-08,166.68
296,0.4166666666666667,0.8856437244679497,0.6495162266184824,0.6622697010435319,0.5060662877952785,1984-09,166.1
297,0.4166666666666667,0.889024814897158,0.5027766291711532,0.6585811911177858,0.5070222630392145,1984-10,166.09
298,0.4166666666666667,0.8852710058379583,0.5234157200052229,0.6549111237416683,0.4004657845180341,1984-11,163.58
299,0.4166666666666667,0.8883459345353878,0.5341883319923671,0.6570294507815376,0.4018621313234223,1984-12,167.24
300,0.5,0.8939766481241874,0.7536019109892486,0.6720035176453133,0.42670756759642214,1985-01,179.63
301,0.5833333333333334,0.9080600877860077,0.7826964320290273,0.6705067506194577,0.24012398436960006,1985-02,181.18
302,0.6666666666666666,0.918681052310276,0.7560348570556269,0.6667770554458319,0.23932287869662067,1985-03,180.66
303,0.75,0.9271216498782104,0.8983450256270515,0.6630660087480743,0.24483172867981254,1985-04,179.83
304,0.8333333333333334,0.9498707976873322,0.9689753239545732,0.6731001888507446,0.24382691421632824,1985-05,189.55
305,0.9166666666666666,0.9691190526504627,0.9730948180111558,0.6725025543291466,0.24883455872437446,1985-06,191.85
306,1.0,0.9906400378295421,0.8284441068802848,0.6687628801369724,0.1362425516708648,1985-07,190.92
307,1.0,0.9881725597356603,0.8660906019175105,0.665041904315759,0.1578284641016327,1985-08,188.63
308,0.9166666666666666,0.9788584531411205,0.9082884040286423,0.6613395333736518,0.22411936077572248,1985-09,182.08
309,0.9166666666666666,0.9785605051238153,0.9397947890944138,0.6685111680069451,0.270366266458885,1985-10,189.82
310,0.9166666666666666,0.9839649252586915,1.0,0.6812278927258771,0.30405837280577036,1985-11,202.17
311,0.9166666666666666,0.9844973804443935,1.0,0.6889377070943725,0.3335138794464818,1985-12,211.28
312,0.9166666666666666,0.9844973804443935,0.9416474607907823,0.6857322254802437,0.3255785567128155,1986-01,211.78
313,0.9166666666666666,0.9844973804443935,1.0,0.6999318052305106,0.3473613312948506,1986-02,226.92
314,0.9166666666666666,0.9851378430977243,1.0,0.7094704750214396,0.1543597454059429,1986-03,238.9
315,0.9166666666666666,0.9836433886519106,0.851525176242236,0.7055459612258038,0.2774429772126692,1986-04,235.52
316,0.9166666666666666,0.9836433886519106,0.8561495277583537,0.7144205598168645,0.2562586184233005,1986-05,247.35
317,0.9166666666666666,0.9836433886519106,0.8558311810274654,0.7141247997755675,0.2607763787341269,1986-06,250.84
318,0.9166666666666666,0.9716299380426138,0.49805912502829164,0.7101770143561611,0.4514524066348585,1986-07,236.12
319,0.9166666666666666,0.9753753085821806,0.5450918053877867,0.7241821623446971,0.45077287620673173,1986-08,252.93
320,0.9166666666666666,0.9676735627329149,0.16851924541142904,0.7201840901124451,0.6026987118892955,1986-09,231.32
321,0.9166666666666666,0.9621384787163618,0.21132864870087684,0.7301004374847996,0.6508186181144326,1986-10,243.98
322,0.9166666666666666,0.9588652655645111,0.1301758063920179,0.7316138822430377,0.6187567442063214,1986-11,249.22
323,0.8333333333333334,0.949372065156448,0.050549112753580865,0.7275786514112941,0.626759337602363,1986-12,242.17
324,0.8333333333333334,0.949372065156448,0.3873164012606163,0.7558405721203162,0.7650397721457972,1987-01,274.08
325,0.8333333333333334,0.949372065156448,0.4012177354936873,0.7611389154071365,0.7336383395920666,1987-02,284.2
326,0.8333333333333334,0.949372065156448,0.36506219399459827,0.7637482649806066,0.46489926558571204,1987-03,291.7
327,0.8333333333333334,0.9499741423704893,0.2271046259288736,0.7595523622351751,0.5015673943148691,1987-04,288.36
328,0.8333333333333334,0.9487501343165801,0.26327890060445797,0.7569461729972469,0.5102674311923522,1987-05,290.1
329,0.8333333333333334,0.9487501343165801,0.29885068937174175,0.7649884042367037,0.4307022106738693,1987-06,304.0
330,0.8333333333333334,0.9618453223798512,0.3121179819193599,0.7730673466253967,0.15488043916179753,1987-07,318.66
331,0.8333333333333334,0.9618453223798512,0.24133934844418192,0.7777850300474096,0.15291467504246176,1987-08,329.8
332,0.9166666666666666,0.9755184008253672,0.06262449791180986,0.7735189434766442,0.23975971505372456,1987-09,321.83
333,0.8333333333333334,0.9306309336677432,0.8143926489555247,0.7692741873387324,1.0,1987-10,251.79
334,0.75,0.8665796445495034,0.7858027615452339,0.7650506549815101,1.0,1987-11,230.3
335,0.75,0.8201021632713164,0.7001498083147251,0.7791873723145382,1.0,1987-12,247.08
336,0.6666666666666666,0.770890996938616,0.7127261802765927,0.7852498492470088,1.0,1988-01,257.07
337,0.5833333333333334,0.7289535833637395,0.6643989426879608,0.7916289405317724,1.0,1988-02,267.82
338,0.5,0.6809738802886429,0.669228512765993,0.787293634408585,1.0,1988-03,258.89
339,0.4166666666666667,0.6372002667450667,0.6804253390323134,0.7854261264524398,0.5668602787275769,1988-04,261.33
340,0.3333333333333333,0.5926571458185846,0.6500818506115875,0.7819487137550493,0.3062597690760121,1988-05,262.16
341,0.3333333333333333,0.5545629802124932,0.613663712935598,0.7887041410802619,0.2329849064228322,1988-06,273.5
342,0.3333333333333333,0.5154674049243945,0.7027582545921999,0.784383458954332,0.21891607200429766,1988-07,272.02
343,0.3333333333333333,0.46926723391935143,0.6113987920436865,0.7800843802390318,0.23124186630224633,1988-08,261.52
344,0.3333333333333333,0.4354899559965082,0.7575817919729945,0.7859661282333862,0.23362385462230215,1988-09,271.91
345,0.4166666666666667,0.45388070948094095,0.7351066366527224,0.7883432456910413,0.24356333341180897,1988-10,278.97
346,0.5,0.4832463717776436,0.651878729774043,0.7840243680420577,0.2711062036296525,1988-11,273.7
347,0.5833333333333334,0.5039782587078503,0.6662335791070503,0.7835291828630986,0.22193555440403867,1988-12,277.72
348,0.6666666666666666,0.5313140365139978,0.807395119235353,0.7971486250814166,0.3386911461021405,1989-01,297.47
349,0.75,0.5455502930744269,0.7644555581522366,0.792785720535481,0.30756446574951013,1989-02,288.86
350,0.8333333333333334,0.5698953743978225,0.791868815755446,0.7938143288380446,0.2897646230750868,1989-03,294.87
351,0.9166666666666666,0.6025832809774011,0.8065998051289819,0.8022129693401319,0.32251750888484315,1989-04,309.64
352,1.0,0.6420713006003406,0.7917719634063621,0.8068299418777396,0.272607204398741,1989-05,320.52
353,1.0,0.6721677213136432,0.8000281020432463,0.8024186307478225,0.30468488780385444,1989-06,317.98
354,1.0,0.711263296601742,0.865056621072694,0.8201109741374878,0.35628279306522204,1989-07,346.08
355,1.0,0.7574634676067851,0.8928178531808736,0.8196483180137759,0.25178589227403997,1989-08,351.45
356,1.0,0.7951730949060721,0.8599251874761953,0.8151729150031786,0.2961984537325385,1989-09,349.15
357,1.0,0.8225245471131095,0.05934234626662981,0.8107198890076341,0.34402105284745527,1989-10,340.36
358,1.0,0.857016578871749,0.13426178298687658,0.8105671655768809,0.3317881465649555,1989-11,345.99
359,1.0,0.8922553736277923,6.414796224461615e-05,0.811662866048237,0.3163189777760571,1989-12,353.4
360,0.9166666666666666,0.8987740675596996,0.13391496046763038,0.8072273902974673,0.2952625965767099,1990-01,329.08
361,0.8333333333333334,0.9128928849059385,0.1714390998497383,0.8050312633408921,0.28558778977785493,1990-02,331.89
362,0.75,0.9280282834157016,0.05117402560405373,0.8068782165672225,0.3169189636681652,1990-03,339.94
363,0.6666666666666666,0.927398494616618,0.04710460365888284,0.8024666640638578,0.3193246410249467,1990-04,330.8
364,0.6666666666666666,0.9336776039740697,0.11765687894268892,0.8210243458847345,0.5079601470195628,1990-05,361.23
365,0.6666666666666666,0.9396923523872349,0.016422102079503162,0.8165420627347824,0.5060273705790727,1990-06,358.02
366,0.6666666666666666,0.9365541523509462,0.013511942179154435,0.8120821910005799,0.35381558029636023,1990-07,356.15
367,0.5833333333333334,0.9126655312085673,0.2591769934163106,0.8076446186250484,0.5999256394359582,1990-08,322.56
368,0.5,0.8800381370350489,0.0330573502014544,0.8032292341113947,0.6091401568088389,1990-09,306.05
369,0.4166666666666667,0.8517255234983961,0.052446787228928336,0.7988359265203092,0.6082095017268618,1990-10,304.0
370,0.3333333333333333,0.8310936735604628,0.1493061865593622,0.8096426401947243,0.4986825938903903,1990-11,322.22
371,0.25,0.8119370627090232,0.15557683097930342,0.8116123054554396,0.5336014239407112,1990-12,330.22
372,0.3333333333333333,0.816606580014733,0.1603065210697601,0.8177845786273165,0.5846863625284787,1991-01,343.93
373,0.4166666666666667,0.8301889196829414,0.0016485621513439772,0.8302977733413487,0.4010776113114148,1991-02,367.07
374,0.5,0.8386881429248794,0.0,0.831495415631776,0.18813708067306814,1991-03,375.22
375,0.5833333333333334,0.8529587555004958,0.009448451832689064,0.8270441582900455,0.16347343034606793,1991-04,375.34
376,0.5833333333333334,0.8529587555004958,0.011840412882021471,0.8324089899098016,0.1331333911806997,1991-05,389.83
377,0.5833333333333334,0.8442544081412839,0.0745976392337588,0.8278697835397241,0.34632882564196504,1991-06,371.16
378,0.5833333333333334,0.846236291383012,0.14154209781749438,0.8347960491588013,0.3505748078772352,1991-07,387.81
379,0.6666666666666666,0.8701249125253909,0.13980372558085902,0.8353188541584159,0.2747912935991833,1991-08,395.43
380,0.75,0.8999407256635453,0.14023774766321048,0.8307650984670953,0.2962260744475531,1991-09,387.86
381,0.8333333333333334,0.9336132010092648,0.21502604555479943,0.8293018802025972,0.29589775391442746,1991-10,392.45
382,0.8333333333333334,0.9463068031977575,0.1848335650224763,0.8247782093810557,0.31748324877363004,1991-11,375.22
383,0.9166666666666666,0.9654634140491971,0.371568725862844,0.8478628991035383,0.4945926211567247,1991-12,417.09
384,0.9166666666666666,0.971704565643894,0.268835125991883,0.8432464231874921,0.500975275981168,1992-01,408.78
385,0.9166666666666666,0.9693558228282851,0.2706502670814942,0.841141683257682,0.49808223202171403,1992-02,412.7
386,0.9166666666666666,0.9621865395186818,0.2508509787429331,0.8365588134208651,0.5014548326167624,1992-03,403.69
387,0.9166666666666666,0.9610415942737153,0.19642829064875744,0.8391725858688233,0.5095549086973753,1992-04,414.95
388,0.9166666666666666,0.9601106574857519,0.24312313039756311,0.8348508063118923,0.43458137796348634,1992-05,415.35
389,0.9166666666666666,0.9660095620991431,0.1854217504246839,0.8302993908598043,0.1106552598877293,1992-06,408.14
390,0.9166666666666666,0.9671658788937039,0.2115560987937332,0.8358408826258724,0.16081115601604493,1992-07,424.21
391,0.9166666666666666,0.9618107787367423,0.3396996797207005,0.8312845167922146,0.1943023124486242,1992-08,414.03
392,0.9166666666666666,0.9627108123003468,0.06451585401132022,0.8291145754894541,0.1668977977509337,1992-09,417.8
393,0.9166666666666666,0.9614834995973812,0.020630873475060117,0.8251404962068796,0.13826896097509106,1992-10,418.68
394,1.0,0.9728885555615702,0.20694495100981192,0.8284116694180912,0.17136226197413026,1992-11,431.35
395,1.0,0.9728885555615702,0.25959727023859264,0.8265149350629462,0.13739698184981633,1992-12,435.71
396,1.0,0.9773345812558093,0.2687857521882036,0.8238360684876121,0.08266022197944496,1993-01,438.78
397,1.0,0.9796833240714181,0.2191229289995105,0.8220592106067484,0.0,1993-02,443.38
398,1.0,0.9868526073810214,0.25571219708575027,0.8224022492308695,0.0,1993-03,451.67
399,1.0,0.9823257466693999,0.08808357018787669,0.8179130765641865,0.0963530372849933,1993-04,440.19
400,1.0,0.9825254750239355,0.17663124451155512,0.8193038855131438,0.07853419562863413,1993-05,450.19
401,1.0,0.9867506861317393,0.026430718219115502,0.8150270663574143,0.07973847780859047,1993-06,450.53
402,1.0,0.9850017146085405,0.04574930094068333,0.8105747696050987,0.08590796309359569,1993-07,448.13
403,1.0,0.9903568147655021,0.15811579073778473,0.8149721238308939,0.13254382700205583,1993-08,463.56
404,1.0,0.9914999154105186,0.0,0.810520101791211,0.13499488462959974,1993-09,458.93
405,1.0,0.9944089236490252,0.03877785013798076,0.8110988454177279,0.08302881091406332,1993-10,467.83
406,1.0,0.9915278816279818,0.2079400190197967,0.8066661897701107,0.09445432002168379,1993-11,461.79
407,1.0,0.9908696303052931,0.03153778436479895,0.8048738886605512,0.09490837166999583,1993-12,466.45
408,1.0,0.9908696303052931,0.24310978346122106,0.8088124812779892,0.11499081894078386,1994-01,481.61
409,1.0,0.9841650166516832,0.11252209436377464,0.8043912574510709,0.1497369443738134,1994-02,467.14
410,0.9166666666666666,0.9675587033589826,0.3002098536873021,0.799992139743287,0.23582470764664085,1994-03,445.77
411,0.8333333333333334,0.9590057934091559,0.22303773403270846,0.7986045445919883,0.22313629351676167,1994-04,450.91
412,0.75,0.9481023889302033,0.24845736207406105,0.7974471762237612,0.2305469058363128,1994-05,456.5
413,0.6666666666666666,0.9313642850626472,0.40093251717405565,0.7930827789221139,0.24072222677710597,1994-06,444.27
414,0.5833333333333334,0.9222941322726608,0.30286107705479265,0.7968248855251173,0.23774535654583687,1994-07,458.26
415,0.5833333333333334,0.9194584560072777,0.48722601937329596,0.8020880524148237,0.26696520815723057,1994-08,475.49
416,0.5833333333333334,0.9129300443953718,0.5831450897159121,0.7977004507322212,0.20391762146031742,1994-09,462.71
417,0.5833333333333334,0.9086394623336975,0.5760873044564981,0.7987116011999132,0.21088148102810872,1994-10,472.35
418,0.5,0.8985838897584184,0.5339266155999413,0.794340881773385,0.2796347171682514,1994-11,453.69
419,0.5,0.8888909960208691,0.4910886913495317,0.7931795874772701,0.2523507589575104,1994-12,459.27
420,0.5,0.8837061565748502,0.34488554988535447,0.7950915612525055,0.24047530408599652,1995-01,470.42
421,0.5,0.89041077022846,0.2508236662086942,0.7999799640941224,0.23687527629618813,1995-02,487.39
422,0.5833333333333334,0.9070170835211606,0.0397871540828103,0.8026336538525022,0.19812044821039668,1995-03,500.71
423,0.6666666666666666,0.9212417994275754,0.035201559890639264,0.8054342022560776,0.20428740143491445,1995-04,514.71
424,0.75,0.9328764123399558,0.16966362119261216,0.810330675244989,0.0,1995-05,533.4
425,0.8333333333333334,0.9501777443251521,0.20737264265868147,0.8113922707557711,0.0,1995-06,544.75
426,0.9166666666666666,0.9609968686383373,0.23543521610438967,0.8151151672619869,0.0,1995-07,562.06
427,0.9166666666666666,0.963761080372711,0.2971474689276248,0.8106624300051484,0.02686483482907172,1995-08,561.88
428,0.9166666666666666,0.9725183158981585,0.30489976756244463,0.8164836284652753,0.044977611987083756,1995-09,584.41
429,0.9166666666666666,0.9756977393077966,0.23062236518679433,0.8120240489024205,0.09937122721102708,1995-10,581.5
430,1.0,0.9886343539041191,0.26854270684018705,0.818076874144024,0.10896536684031524,1995-11,605.37
431,1.0,0.9989854989643572,0.28098574222477823,0.8181187876070345,0.1096867943079722,1995-12,615.93
432,1.0,1.0,0.3710317260716462,0.8220205862694093,0.11076759582584993,1996-01,636.02
433,1.0,1.0,0.22861840260793367,0.8193351302563663,0.09486605807668691,1996-02,640.43
434,1.0,1.0,0.27290950073365633,0.8169174913348904,0.07644571496420274,1996-03,645.5
435,1.0,1.0,0.24225488110712132,0.8159348233625195,0.03707292065295922,1996-04,654.17
436,1.0,1.0,0.25761598134773134,0.8173701775582943,0.0,1996-05,669.12
437,1.0,1.0,0.05370237623970199,0.8134939596554557,0.008844152325731408,1996-06,670.63
438,1.0,0.9939615759208874,0.047398367430429224,0.8090493284366499,0.16492263545363678,1996-07,639.95
439,1.0,0.9878305850149974,0.010208591819972211,0.8094872844048094,0.17684264031716626,1996-08,651.99
440,1.0,0.9878305850149974,0.1110461648791278,0.8188270172021502,0.26262174198948207,1996-09,687.33
441,1.0,0.9889417436670337,0.03849430792207047,0.8210745275544583,0.26975154036091414,1996-10,705.27
442,1.0,0.9889417436670337,0.20863476853234067,0.8350561865889774,0.3616370532994607,1996-11,757.02
443,1.0,0.9841427766061996,0.39468896235088935,0.8305037442355039,0.3990669012074555,1996-12,740.74
444,1.0,0.9841427766061996,0.02121783318621776,0.8414921003724269,0.27694099635140745,1997-01,786.16
445,1.0,0.9841427766061996,0.0,0.8384485864614144,0.2950311024938646,1997-02,790.82
446,1.0,0.9746333796098157,0.20651647981108445,0.8338791821085788,0.4052841616484,1997-03,757.12
447,1.0,0.9746333796098157,0.0071504409678984915,0.844134329997091,0.44080560349902437,1997-04,801.34
448,1.0,0.9746333796098157,0.11816173841854764,0.8543804136872007,0.4100998321595616,1997-05,848.28
449,1.0,0.9746333796098157,0.1985854194215538,0.8608228195087873,0.3612933564459318,1997-06,885.14
450,1.0,0.9848421420993044,0.4419448356582072,0.8757618916676398,0.3930292832801662,1997-07,954.31
451,1.0,0.9782210350217654,0.16527428721996565,0.8710059207887731,0.5548637808958504,1997-08,899.47
452,1.0,0.9765771684193492,0.33286537423738066,0.8797782690343624,0.44780623088435356,1997-09,947.28
453,1.0,0.9672962202756938,0.0,0.8750022162686621,0.5265091219530921,1997-10,914.62
454,1.0,0.9672962202756938,0.058446273575783934,0.8816247950906293,0.5096203000940664,1997-11,955.4
455,1.0,0.9720951873365278,0.04574741360370744,0.8809097676455608,0.4959021657309865,1997-12,970.43
456,1.0,0.9720951873365278,0.029035317294764773,0.8787614723203103,0.3914388188479642,1998-01,980.28
457,1.0,0.9720951873365278,0.093486835057032,0.8917426802354919,0.3124325485826759,1998-02,1049.34
458,1.0,0.9816045843329118,0.15539917780422274,0.8996158709455753,0.30758096184842953,1998-03,1101.75
459,1.0,0.9816045843329118,0.09878594860265305,0.8970967398911822,0.16496040276521204,1998-04,1111.75
460,1.0,0.9774034863368485,0.06313910229090838,0.8922340947711977,0.2444686705590378,1998-05,1090.82
461,1.0,0.9774034863368485,0.05190732505631418,0.8974820885367724,0.24987782110257956,1998-06,1133.84
462,1.0,0.9748114879747416,0.16743814914510086,0.89261751667356,0.28826272816374515,1998-07,1120.67
463,0.9166666666666666,0.9528861339505617,0.5534453009265496,0.8877772676696638,0.7562753962925481,1998-08,957.28
464,0.8333333333333334,0.9315365936702932,0.3136561330783444,0.89874409820057,0.7815488912525003,1998-09,1017.01
465,0.8333333333333334,0.9338957056411846,0.09159641743463755,0.9140126513199537,0.8821521700721149,1998-10,1098.67
466,0.8333333333333334,0.9338957056411846,0.035699095425128766,0.9240445813068131,0.9129426352991461,1998-11,1163.63
467,0.8333333333333334,0.9338957056411846,0.0,0.933348231977981,0.9278270712688901,1998-12,1229.23
468,0.8333333333333334,0.9338957056411846,0.056766584250464686,0.9387845174616993,0.9229802650388694,1999-01,1279.64
469,0.8333333333333334,0.9266917984394193,0.0024000751027597853,0.9337134334538623,0.3355685829600631,1999-02,1238.33
470,0.8333333333333334,0.9266917984394193,0.07719199948304026,0.9385924125439729,0.3242034443402362,1999-03,1286.37
471,0.8333333333333334,0.9266917984394193,0.0034729372181633205,0.943233489913546,0.26751439331702487,1999-04,1335.18
472,0.8333333333333334,0.9253206989609204,0.03367299758389608,0.9381401610434498,0.31993516857653537,1999-05,1301.84
473,0.8333333333333334,0.9253206989609204,0.12054060224391666,0.9468947629042727,0.3158518410564242,1999-06,1372.71
474,0.8333333333333334,0.9207615473446714,0.161531954074919,0.9417831276692228,0.35344472644641683,1999-07,1328.72
475,0.9166666666666666,0.9470084146932918,0.006937797603546126,0.9366970506103481,0.30797471440454083,1999-08,1320.41
476,0.9166666666666666,0.9553711441935705,0.0006874825329124625,0.9316364039367678,0.3104008570788192,1999-09,1282.71
477,0.9166666666666666,0.9607031134241131,0.0815301814010006,0.9424192633945181,0.3765032365349241,1999-10,1362.93
478,0.9166666666666666,0.9607031134241131,0.19461043034492087,0.9422838493346603,0.35059649890165945,1999-11,1389.07
479,0.9166666666666666,0.9607031134241131,0.28143589037856626,0.9518285336995487,0.35845041134419514,1999-12,1469.25
480,0.9166666666666666,0.9493438922491461,0.06104420915407224,0.9466922296105225,0.4142531118017422,2000-01,1394.46
481,0.9166666666666666,0.9409298195950234,0.1340101185748693,0.9415816070419413,0.4286777092984196,2000-02,1366.42
482,0.9166666666666666,0.9409298195950234,0.42544434541934434,0.960570956627659,0.5181375271865468,2000-03,1498.58
483,0.9166666666666666,0.9340576717361304,0.3600339135204604,0.9553909404239922,0.5321857172812665,2000-04,1452.43
484,0.9166666666666666,0.9280179495999344,0.26487491415687087,0.9502368243013438,0.5472570621181962,2000-05,1420.6
485,0.9166666666666666,0.9214689341539081,0.34679106445059193,0.9512758939298096,0.4928636696676283,2000-06,1454.6
486,0.9166666666666666,0.918531503039306,0.30321997183046207,0.946142353039632,0.43244677619492133,2000-07,1430.83
487,0.9166666666666666,0.9270335522293041,0.1447541041629168,0.956400625667311,0.4647891078434299,2000-08,1517.68
488,0.9166666666666666,0.9297294045700284,0.06883604980387271,0.9512414611184459,0.3623658944233133,2000-09,1436.51
489,0.8333333333333334,0.9183390281381011,0.015765512300517554,0.9461080923923252,0.34199355560154493,2000-10,1429.4
490,0.75,0.8885306373447033,0.08375350761794176,0.9410003905098351,0.48472510586136436,2000-11,1314.95
491,0.6666666666666666,0.8595059427133378,0.19826840499336765,0.9369730544289684,0.45879629136963834,2000-12,1320.28
492,0.5833333333333334,0.8485643764782784,0.3481014816765957,0.9407899927905146,0.5067341792152799,2001-01,1366.01
493,0.5,0.8233448756507041,0.1643894564323091,0.9357088814060335,0.49457706401052276,2001-02,1239.94
494,0.4166666666666667,0.7708019444120088,0.012085230152478718,0.9306531755784748,0.5077508440473055,2001-03,1160.33
495,0.3333333333333333,0.7382363840944841,0.17176015123628383,0.9449208658856336,0.6992510909086826,2001-04,1249.46
496,0.25,0.7113457376658837,0.13898690754619059,0.9411430570742021,0.6236860236931366,2001-05,1255.82
497,0.16666666666666666,0.6747694089610514,0.24554308883087844,0.9360601803683026,0.6242713011115799,2001-06,1224.38
498,0.08333333333333333,0.6397991366103319,0.17681171664486534,0.9310027180459326,0.5762380481975757,2001-07,1211.23
499,0.0,0.5833230210687539,0.14573528387584642,0.9259705430351745,0.49369825914717946,2001-08,1133.58
500,0.0,0.5251604149120708,0.0,0.92096352889947,0.5421755339734615,2001-09,1040.94
501,0.0,0.47081336511650174,0.198963598444521,0.9206588630685313,0.3552076848497356,2001-10,1059.78
502,0.0,0.44500873539104757,0.3737598717344696,0.9345794750655501,0.5517339003194911,2001-11,1139.45
503,0.0,0.41968932092538835,0.53249206347777,0.9314969316705278,0.5578735631973238,2001-12,1148.08
504,0.0,0.38501701473986505,0.45252871758820334,0.9264622855916467,0.5582954221479429,2002-01,1130.2
505,0.0,0.36543049208614586,0.43113242166968385,0.9214528127431599,0.48867024711082396,2002-02,1106.73
506,0.08333333333333333,0.36352786012804106,0.41575231976170735,0.9258766520910338,0.2862759328938016,2002-03,1147.39
507,0.08333333333333333,0.33815845378713016,0.2754261405271798,0.92087010741005,0.43612953578431407,2002-04,1076.92
508,0.08333333333333333,0.3104159037210408,0.2687419937317734,0.9158885954524714,0.2650141495442959,2002-05,1067.14
509,0.08333333333333333,0.2759273911945307,0.18295404746307015,0.9109319910546805,0.35033354963598623,2002-06,989.82
510,0.08333333333333333,0.23187425665297345,0.12240846007413445,0.9060001696788785,0.4185020234001925,2002-07,911.62
511,0.08333333333333333,0.19989268963540363,0.05710727665777384,0.9023627930643677,0.4514104168197346,2002-08,916.07
512,0.08333333333333333,0.16671278796106748,0.04102234727326176,0.8974738176785174,0.4212004525586275,2002-09,815.28
513,0.08333333333333333,0.14112576992788506,0.23524679611361032,0.9142301070918004,0.7364186204169242,2002-10,885.76
514,0.08333333333333333,0.11125709481433099,0.14190353338776499,0.9237541647425799,0.8357262557369717,2002-11,936.31
515,0.08333333333333333,0.07181350524082475,0.18770583525646128,0.9187582324983384,0.8175216999215326,2002-12,879.82
516,0.08333333333333333,0.03145241772152452,0.17441063914851243,0.9137872799153183,0.7509521443236606,2003-01,855.7
517,0.08333333333333333,0.0,0.014207419283100679,0.9088411820952131,0.7465773374715609,2003-02,841.15
518,0.0,0.0,0.03192178881190206,0.9060900930248883,0.5155224502856844,2003-03,848.18
519,0.08333333333333333,0.0,0.1600333844087263,0.9215028690898133,0.4992338053242318,2003-04,916.92
520,0.16666666666666666,0.0,0.23321955085026305,0.9294638302847401,0.4867664702015902,2003-05,963.59
521,0.25,0.0,0.2352210189900246,0.9273751565667927,0.34972462833718065,2003-06,974.5
522,0.3333333333333333,0.0,0.2614648249143716,0.9265576728842432,0.27556253369178096,2003-07,990.31
523,0.4166666666666667,0.0,0.1103724484461758,0.9261671880030456,0.2036443317596195,2003-08,1008.01
524,0.5,0.0,0.0,0.9211591906425018,0.2523526541712868,2003-09,995.97
525,0.5833333333333334,0.0,0.03645921767323706,0.9301280421241669,0.16920027782392336,2003-10,1050.71
526,0.6666666666666666,0.0012367401797533928,0.10351202067221311,0.926952482291059,0.12924814665547027,2003-11,1058.2
