t,O,R,I,demand,cases,deaths,popData2019
2020-08-17,4.2945588941120105,0.0009340995979361111,0.019836208212661965,70.85667616,132,7,11455519.0
2020-08-18,4.294419852870144,0.00013904124186669975,0.01861989454463986,70.71700549,707,7,11455519.0
2020-08-19,4.288010436320535,0.006409416549608693,0.01907188569513396,69.95754623,725,11,11455519.0
2020-08-20,4.2794747960457,0.00853564027483511,0.01879366153385309,69.18062813,612,9,11455519.0
2020-08-21,4.269577023948043,0.009897772097657409,0.01960710048777692,67.74900378,581,4,11455519.0
2020-08-22,4.255653401858484,0.013923622089558663,0.014625207884342739,66.10787342,510,3,11455519.0
2020-08-23,4.23843997148692,0.017213430371564087,0.012389540402868882,63.82949563,203,5,11455519.0
2020-08-24,4.221781969069058,0.016658002417861972,0.011655728766294171,62.94782454,115,3,11455519.0
2020-08-25,4.205265340266406,0.016516628802651923,0.01154836737233289,62.88671862,607,5,11455519.0
2020-08-26,4.184980596699844,0.02028474356656229,0.009114787198035046,60.56469375,527,5,11455519.0
2020-08-27,4.162346362853319,0.02263423384652441,0.008139665386813988,58.89737514,526,4,11455519.0
2020-08-28,4.140917833976322,0.021428528876997532,0.006937663508476799,58.17283355,535,3,11455519.0
2020-08-29,4.120088539491329,0.020829294484992822,0.0059087862348898845,57.0030917,614,4,11455519.0
2020-08-30,4.104772950742992,0.015315588748336495,0.005212802905500968,57.23878595,195,6,11455519.0
2020-08-31,4.09209710290537,0.0126758478376221,0.004640910250283348,57.51812729,117,1,11455519.0
2020-09-01,4.079237810787851,0.012859292117519239,0.003804447864470095,57.38718604,634,3,11455519.0
2020-09-02,4.070099772724403,0.009138038063448484,0.003804447864470095,56.74993861,565,3,11455519.0
2020-09-03,4.061386474120573,0.008713298603829855,0.003804447864470095,55.35323192,574,2,11455519.0
2020-09-04,4.05356836742442,0.007818106696152682,0.003804447864470095,55.02151408,677,4,11455519.0
2020-09-05,4.050723748628786,0.002844618795633913,0.004640910250283348,55.8595381,728,2,11455519.0
2020-09-06,4.052002777991242,-0.0012790293624558302,0.005785722481366218,57.76255096,322,1,11455519.0
2020-09-07,4.055101590504853,-0.0030988125136106603,0.006233318435204804,58.80135156,155,2,11455519.0
2020-09-08,4.059352129879899,-0.0042505393750467135,0.008720062385464189,59.15052823,918,4,11455519.0
2020-09-09,4.071476883915289,-0.012124754035389707,0.008297309055396163,61.86537685,871,3,11455519.0
2020-09-10,4.093765118692482,-0.022288234777192883,0.008297309055396163,64.86829623,1024,2,11455519.0
2020-09-11,4.126027110078317,-0.032261991385834854,0.00797905231556495,69.2155458,1143,3,11455519.0
2020-09-12,4.166577635242216,-0.040550525163899565,0.01012414823394625,74.52303121,1284,5,11455519.0
2020-09-13,4.213080961026312,-0.04650332578409522,0.011114589271672415,80.37174047,617,1,11455519.0
2020-09-14,4.26340615555008,-0.0503251945237686,0.012600344277967856,84.05555436,301,1,11455519.0
2020-09-15,4.315572238757234,-0.05216608320715377,0.01645334935520948,85.66176705,1727,4,11455519.0
2020-09-16,4.376352978962608,-0.06078074020537372,0.02169757197976674,95.20301961,1628,3,11455519.0
2020-09-17,4.4436225189269125,-0.06726953996430485,0.02361319100507897,104.48238967,1942,2,11455519.0
