date,O,R,I,demand,S,inflation_yoy_pct
1988-10-01,0.7854047117852395,0.9917501761046847,0.8679899032788888,4.26087,0.6525880905781861,4.26087
1988-11-01,0.8153340581264237,1.0,0.8957583649289903,4.2461,0.6509119052458572,4.2461
1988-12-01,0.8573571242782648,1.0,0.889467341054199,4.41176,0.6694901521297353,4.41176
1989-01-01,0.9095045318691881,1.0,0.9013066478945531,4.48276,0.6772975505048144,4.48276
1989-02-01,0.958698677492755,1.0,0.891151529093354,4.64716,0.6949957458661111,4.64716
1989-03-01,0.9762930972048821,1.0,0.858982641567171,4.8927,0.7203805414501552,4.8927
1989-04-01,0.968553613842942,1.0,0.8419001030726766,5.03413,0.7344005029134504,5.03413
1989-05-01,0.9575204128688658,0.9912847898981637,0.8066270274691546,5.2766,0.7573673802460835,5.2766
1989-06-01,0.9517821880137811,0.9817894271377785,0.8400580721232742,5.16949,0.7473908798304745,5.16949
1989-07-01,0.9479334862368005,0.9880535890838672,0.8709161517359221,5.06329,0.7372346890812136,5.06329
1989-08-01,0.9474683961504266,0.9431708528385633,0.9624239251601198,4.62185,0.6923065811599042,4.62185
1989-09-01,0.9477349540679694,0.9311004944161289,1.0,4.43515,0.6720727921851491,4.43515
1989-10-01,0.9474263294495154,0.9230468748012304,0.9726935114723578,4.58716,0.6885995086323806,4.58716
1989-11-01,0.9468724464048085,0.9174177159023081,0.9601092865791861,4.65503,0.6958292334022833,4.65503
1989-12-01,0.9464828728354376,0.9333436771336653,0.9657848487084499,4.6396,0.6941938840100323,4.6396
1990-01-01,0.9409766337576841,0.8816720268415258,0.862510200336399,5.19802,0.7500745634600633,5.19802
1990-02-01,0.9382220745904984,0.8921946315930702,0.8605356985731973,5.26316,0.7561303646195583,5.26316
1990-03-01,0.9396224812518033,0.9154851440242036,0.8774926326298289,5.23732,0.7537400756217524,5.23732
1990-04-01,0.944582411395266,0.8747484794274277,0.9891593321769465,4.71162,0.7017845005602269,4.71162
1990-05-01,0.9494337281548835,0.8637498874168219,0.9477097002096725,4.3654,0.6643410427700901,4.3654
1990-06-01,0.9564395617950414,0.8424269303371763,1.0,4.67365,0.6977961032418034,4.67365
1990-07-01,0.9610157572665993,0.838246935320519,0.9824384899157892,4.81928,0.7129264899688037,4.81928
1990-08-01,0.9531203378872523,0.7913807421449168,0.8181989643294452,5.70281,0.7943592335817201,5.70281
1990-09-01,0.934252386124215,0.7616596312428112,0.7409572592214004,6.16987,0.8299022992706919,6.16987
1990-10-01,0.9143587089516023,0.7555417638217795,0.7165518145269271,6.37959,0.8441971984796001,6.37959
1990-11-01,0.905122381706728,0.7432095594015984,0.7698925860992466,6.19539,0.8316959830011441,6.19539
1990-12-01,0.8957381600906393,0.7385313149155451,0.7733571751769592,6.25495,0.8358234454175797,6.25495
1991-01-01,0.8970830177888647,0.7332869742238374,0.9052724824156302,5.64706,0.7897684070128186,5.64706
1991-02-01,0.8993925957431861,0.7047256184696457,0.9780793460316183,5.3125,0.7606506526772884,5.3125
1991-03-01,0.898960733973143,0.6553766587890952,0.9334304015593976,4.82115,0.7131178111251786,4.82115
1991-04-01,0.8979129052390278,0.7099169538986515,0.9330529183554743,4.80993,0.7119687420422086,4.80993
1991-05-01,0.8978844466385796,0.7227749705248334,0.9802806894096001,5.03486,0.7344716924095038,5.03486
1991-06-01,0.8960017542458222,0.7195215075002022,0.9161303999148168,4.69592,0.7001390309020341,4.69592
1991-07-01,0.8908645429244707,0.7001777669298384,0.8560167021077733,4.36782,0.6646108094395662,4.36782
1991-08-01,0.878403478609851,0.7335816834844588,0.7486679481892077,3.79939,0.5986143783798081,3.79939
1991-09-01,0.8597754858904785,0.7403557560577381,0.6763455827582018,3.39623,0.5493673848788692,3.39623
1991-10-01,0.8288648026837021,0.7045316192081571,0.5808441743640136,2.84858,0.48108153586297525,2.84858
1991-11-01,0.8078910862516671,0.7009495235547752,0.6379541676440088,3.06657,0.5083204818317832,3.06657
1991-12-01,0.7880419890959026,0.6981529658946328,0.6345746546388749,2.98063,0.4975787689257703,2.98063
1992-01-01,0.7657716315156264,0.7299423421473593,0.5938196152129818,2.67261,0.45916738870660856,2.67261
1992-02-01,0.7506348975930283,0.7498914028177768,0.6437037526553196,2.81899,0.47738918195302,2.81899
1992-03-01,0.7436090505803405,0.7626582503921117,0.7353907217442015,3.18991,0.5237209294592569,3.18991
1992-04-01,0.7357532584674144,0.7630971339672818,0.7467693952427672,3.18283,0.5228378481233031,3.18283
1992-05-01,0.726689135685673,0.7700620254862873,0.7260051394656413,3.0236,0.5029499657706432,3.0236
1992-06-01,0.7188798621306386,0.8050507993956892,0.7381098903513452,3.01471,0.501838741710956,3.01471
1992-07-01,0.714275488937281,0.8247358938578521,0.7806479266408454,3.15712,0.5196299052576411,3.15712
1992-08-01,0.718170298289856,0.8762548889934106,0.7860852590196296,3.07467,0.5093326659565305,3.07467
1992-09-01,0.7318723345197945,0.9103044096477382,0.7962164292413428,2.9927,0.4990875010130637,2.9927
1992-10-01,0.7572008405912981,0.9379169711995694,0.879885983325157,3.27988,0.5349280183874888,3.27988
1992-11-01,0.7832163974115453,0.9441260076724483,0.8735961317584523,3.12046,0.5150529497020546,3.12046
1992-12-01,0.8175649969996223,0.9369374339448417,0.8702319424947381,2.96671,0.49583884607228695,2.96671
1993-01-01,0.8446644530658927,0.9391562342415356,0.9479678591976262,3.2538,0.5316824945289035,3.2538
1993-02-01,0.8686769369642012,0.9539266807459953,0.9638488656395262,3.24675,0.5308046857295838,3.24675
1993-03-01,0.8836585835679104,0.9691476719834197,0.9332481076519129,3.01941,0.5024262309567402,3.01941
1993-04-01,0.9028964981566433,0.9553779648387682,0.9746207859669229,3.15638,0.5195375471611686,3.15638
1993-05-01,0.9366298572517558,0.9653874786473601,1.0,3.22119,0.527620602853262,3.22119
1993-06-01,0.9681138095751843,0.9426545815798486,0.9721694060213028,2.99786,0.4997325000255217,2.99786
1993-07-01,0.9974848118066714,0.9417566724296816,0.9545824401043517,2.84698,0.48088182522282963,2.84698
