t,O,R,I,Cap,demand,Sigma,Sigma_symbolic,S,V,C,intervention,delta_C,threshold_value,threshold_hit,cap_scale_used,demand_to_cap_ratio,S_is_observed,step
32,0.99,0.99,0.01,9.801,0.0,0.0,0.0,0.0,1.0,30.434796478591316,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,32
33,0.99,0.99,0.01,9.801,0.0,0.0,0.0,0.0,1.0,30.314796478591315,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,33
34,0.99,0.99,0.01,9.801,0.0,0.0,0.0,0.0,1.0,30.194796478591314,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,34
35,0.99,0.99,0.01,9.801,0.0,0.0,0.0,0.0,1.0,30.074796478591313,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,35
36,0.99,0.99,0.01,9.801,0.0,0.0,0.0,0.0,1.0,29.954796478591312,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,36
37,0.99,0.980592417454599,0.01,9.70786493280053,0.0,0.0,0.0,0.0,1.0,29.834796478591315,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,37
38,0.99,0.9613194852274608,0.01,9.517062903751862,0.0,0.0,0.0,0.0,1.0,29.714796478591314,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,38
39,0.99,0.9512833987184915,0.01,9.417705647313067,0.0,0.0,0.0,0.0,1.0,29.594796478591313,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,39
40,0.99,0.941406728571038,0.01,9.319926612853276,0.0,0.0,0.0,0.0,1.0,29.474796478591315,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,40
41,0.99,0.9221052606480457,0.01,9.128842080415653,0.0,0.0,0.0,0.0,1.0,29.354796478591314,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,41
