t,O,R,I,demand,S
0,1.0,1.0,0.0,0.0,0.0
1,1.0,1.0,0.0,0.0,0.0
2,1.0,1.0,0.0,0.006317917614354311,0.0
3,0.0,0.0,0.0,0.036643922163255,0.0
4,0.933831711834644,0.933831711834644,0.0,0.2532998969693436,0.0
5,0.8971163989559067,0.8971163989559067,0.0,0.36721681149277824,0.0
6,0.8602558052811143,0.8602558052811143,0.0,0.1946890612546413,0.0
7,0.7977324519581995,0.7977324519581995,0.0,0.11809646002216134,0.0
8,0.8863982555042245,0.8863982555042245,0.0,0.05511168134367529,0.0
9,0.7040086132034693,0.7040086132034693,0.0,0.05336210415816179,0.0
10,0.9219112249364009,0.9219112249364009,0.0,0.14978324682646144,0.0
11,0.9309266720202113,0.9309266720202113,0.0,0.4020139577379912,0.0
12,0.9265841255447536,0.9265841255447536,0.0,0.5766800800917558,0.0
13,0.9350989660498255,0.9350989660498255,0.0,0.30539841760463454,0.0
14,0.9232479045034466,0.9232479045034466,0.0,0.19604984351004068,0.0
15,0.9369680956274453,0.9369680956274453,0.0,0.15998911374195685,0.0
16,0.9387797168395342,0.9387797168395342,0.0,0.1925506891390137,0.0
17,0.9317092323824583,0.9317092323824583,0.0,0.8453373768006067,0.0
18,0.9254455482152426,0.9254455482152426,0.0,0.7653428199296284,0.0
19,0.9760993666569442,0.9760993666569442,0.0007777864198491096,0.6546334635796351,0.0007777864198491096
20,0.9458347124006199,0.9458347124006199,0.0031111456793964385,0.20159017126416678,0.0031111456793964385
21,0.9068381648004918,0.9068381648004918,0.0031111456793964385,0.06269318248090047,0.0031111456793964385
22,0.9097375813308991,0.9097375813308991,0.004666718519094657,0.07037188235065417,0.004666718519094657
23,0.974745959652233,0.974745959652233,0.009333437038189315,1.0,0.009333437038189315
24,0.9615226237035103,0.9615226237035103,0.0163335148168313,1.0,0.0163335148168313
25,0.5209370653007737,0.5209370653007737,0.03500038889320993,0.061138002760444024,0.03500038889320993
26,0.9886271890938678,0.9886271890938678,0.0,0.05919402810987347,0.0
27,0.9929139505908602,0.9929139505908602,0.0404448938321537,0.03926828794152525,0.0404448938321537
28,0.9972383191923486,0.9972383191923486,0.09333437038189314,0.1647518516358547,0.09333437038189314
29,0.9431861689626658,0.9431861689626658,0.13455705063389595,0.24387161991407638,0.13455705063389595
30,0.8966036929208688,0.8966036929208688,0.1781130901454461,0.10448863746816744,0.1781130901454461
31,0.835368447973728,0.835368447973728,0.22322470249669446,0.02459127932971755,0.22322470249669446
32,0.0,0.0,0.24111379015322398,0.0195369452382341,0.24111379015322398
33,0.930133597478103,0.930133597478103,0.2924476938632652,0.0195369452382341,0.2924476938632652
34,0.9554983333387136,0.9554983333387136,0.0,0.10866818296689414,0.0
35,0.9618204112763485,0.9618204112763485,0.5382282025355838,0.08427130110223365,0.5382282025355838
36,0.9894332980384513,0.9894332980384513,0.0,0.04305903851013784,0.0
37,0.9779464258300999,0.9779464258300999,0.7178968655207282,0.022841702144204046,0.7178968655207282
38,1.0,1.0,0.8998988877654198,0.014288213681693595,0.8998988877654198
39,1.0,1.0,1.0,0.03081199821154333,1.0
40,0.9786845091591618,0.9786845091591618,0.0,0.07775898602282229,0.0
41,0.996419626991415,0.996419626991415,1.0,0.056278066134017625,1.0
42,1.0,1.0,0.0,0.010303065648023952,0.0
43,1.0,1.0,0.0,0.08106374292879223,0.0
44,1.0,1.0,0.0,0.03499154371027003,0.0
45,1.0,1.0,0.0,0.03897669174393967,0.0
46,1.0,1.0,0.0,0.003985148033669642,0.0
47,1.0,1.0,0.0,0.00048599366264263927,0.0
48,1.0,1.0,0.0,0.03576913357049825,0.0
49,1.0,1.0,0.0,0.043739429637837536,0.0
50,1.0,1.0,0.0,0.018856554110534406,0.0
51,0.9474230007108781,0.9474230007108781,0.0,0.017884566785249124,0.0
52,1.0,1.0,0.0,0.015746194669621513,0.0
53,0.9717129594467921,0.9717129594467921,0.0,0.016620983262378264,0.0
54,0.8987499468483008,0.8987499468483008,0.0,0.013802220019050956,0.0
55,1.0,1.0,0.0,0.0,0.0
