t,O,R,I,demand,S
0,0.0,0.0,0.0,4.1849134998257935e-07,0.0
1,0.0,0.0,0.0,6.068124574747401e-06,0.0
2,0.8779709050970507,0.8779709050970507,0.0,0.013365148998718645,0.0
3,0.5143205856653575,0.5143205856653575,0.0,0.01944059717209074,0.0
4,0.7075276258250991,0.7075276258250991,0.0,0.00528763820702989,0.0
5,0.8972734054544194,0.8972734054544194,0.0,0.0025237120860699446,0.0
6,0.9344549731761514,0.9344549731761514,0.0,0.002531872667394605,0.0
7,0.9751415945474369,0.9751415945474369,0.0,0.007805909905550061,0.0
8,0.9600512143282668,0.9600512143282668,0.0,0.009153033561143985,0.0
9,0.9226579707711513,0.9226579707711513,0.0,0.03325206719556581,0.0
10,0.8876669380568807,0.8876669380568807,0.0,0.1289131216770087,0.0
11,0.746426184891203,0.746426184891203,0.0,0.1251054781291922,0.0
12,0.7365130140843981,0.7365130140843981,0.00944386149003148,0.11741025918571253,0.00944386149003148
13,0.7352234996785216,0.7352234996785216,0.03449632738719832,0.04689362973094795,0.03449632738719832
14,0.8974479119073924,0.8974479119073924,0.06689401888772298,0.07087883371817451,0.06689401888772298
15,0.9108887946331652,0.9108887946331652,0.10362014690451207,0.1077393425789651,0.10362014690451207
16,0.9358144261724425,0.9358144261724425,0.2388509968520462,0.07926519112615041,0.2388509968520462
17,0.9344260632012178,0.9344260632012178,0.49265477439664224,0.009810692717641607,0.49265477439664224
18,0.9728451622418725,0.9728451622418725,0.6892707240293809,0.0066422947069235,0.6892707240293809
19,0.9760472591629635,0.9760472591629635,0.7943336831059812,0.03851062025377191,0.7943336831059812
20,0.9559136179817153,0.9559136179817153,0.8429958027282266,0.05471502381644736,0.8429958027282266
21,0.9557546224550019,0.9557546224550019,0.8710650577124869,0.0867530476057137,0.8710650577124869
22,0.9494061691893918,0.9494061691893918,0.8963798530954881,0.2519409994992124,0.8963798530954881
23,0.9443103235010618,0.9443103235010618,0.9307450157397691,0.24971316079758013,0.9307450157397691
24,0.9912672952772373,0.9912672952772373,0.9685204616998951,0.615991855990933,0.9685204616998951
25,0.9907974798636364,0.9907974798636364,0.9862277019937041,1.0,0.9862277019937041
26,0.9911093124294286,0.9911093124294286,0.9929171038824764,1.0,0.9929171038824764
27,0.990874769569843,0.990874769569843,0.9952780692549843,0.7930770984730864,0.9952780692549843
28,0.993174806405215,0.993174806405215,0.9965897166841554,0.4094448224700059,0.9965897166841554
29,0.9938461429449761,0.9938461429449761,0.9973767051416581,0.3273838998802969,0.9973767051416581
30,0.9921056073997472,0.9921056073997472,0.9980325288562436,0.638233415768457,0.9980325288562436
31,0.9824150447811391,0.9824150447811391,0.9985571878279119,0.24116317327176104,0.9985571878279119
32,0.9880801364035554,0.9880801364035554,0.9990818467995803,0.19277573866705028,0.9990818467995803
33,0.9861744048736268,0.9861744048736268,0.9993441762854145,0.5474766614174601,0.9993441762854145
34,0.9743529384185156,0.9743529384185156,0.9996065057712487,0.16443550444623,0.9996065057712487
35,0.9654499271497343,0.9654499271497343,0.999868835257083,0.1753539437672755,0.999868835257083
36,0.9642277096084686,0.9642277096084686,0.999868835257083,0.10611622387805768,0.999868835257083
37,0.9652983571324584,0.9652983571324584,1.0,0.0799573758190216,1.0
38,0.9187456184012618,0.9187456184012618,1.0,0.04248210316510659,1.0
39,0.8730549624711108,0.8730549624711108,1.0,0.014864185014356244,1.0
40,0.8453571600814538,0.8453571600814538,0.0,0.004749667576627284,0.0
41,0.8761290249538323,0.8761290249538323,0.0,0.0018206466180992116,0.0
42,0.7941981338191244,0.7941981338191244,0.0,0.00022996099681542735,0.0
43,1.0,1.0,0.0,0.0,0.0
44,1.0,1.0,0.0,0.0,0.0
45,1.0,1.0,0.0,0.0,0.0
46,1.0,1.0,0.0,0.0,0.0
47,1.0,1.0,0.0,0.0,0.0
48,1.0,1.0,0.0,0.0,0.0
49,1.0,1.0,0.0,0.0,0.0
50,1.0,1.0,0.0,0.0,0.0
51,1.0,1.0,0.0,0.0,0.0
52,1.0,1.0,0.0,0.0,0.0
53,1.0,1.0,0.0,0.0,0.0
54,1.0,1.0,0.0,0.0,0.0
55,1.0,1.0,0.0,0.0,0.0
